1|2
1|3
1|14
1|15
1|18
1|20
1|21
1|26
1|41
1|44
1|51
1|60
1|79
1|102
1|124
1|144
1|164
1|252
1|290
1|345
1|349
1|379
1|386
1|405
1|493
1|608
1|619
1|633
1|639
1|677
1|750
1|763
1|769
1|911
1|984
1|1035
1|1038
1|1062
1|1166
1|1197
1|1222
1|1229
1|1232
1|1256
1|1547
1|1606
1|1698
1|1767
1|1824
1|1834
1|1840
1|1922
1|1990
1|2446
1|2698
1|2702
1|2859
1|2925
1|3035
1|3065
1|3106
1|3205
1|3263
1|3319
1|3328
1|3943
1|4081
1|4602
1|4758
1|4761
1|4795
1|5157
1|5506
1|5521
1|6554
1|7033
1|7045
1|7315
1|7491
1|7993
1|8290
1|8446
1|8695
1|8756
1|8960
1|9146
1|9501
1|9728
1|9895
1|10078
1|10139
1|10900
1|11960
1|12082
1|12190
1|12928
1|12995
1|13345
1|13813
1|14851
1|15242
1|15379
1|15476
1|16064
1|16236
1|17571
1|17600
1|17862
1|17920
1|19019
1|20135
1|20140
1|21228
1|22338
1|22484
1|22546
1|23899
1|24284
1|24603
1|25401
1|26146
1|26778
1|27776
1|28821
1|28908
1|30205
1|32037
1|33402
1|35021
1|35990
1|37225
1|37404
1|37550
1|38364
1|38911
1|40287
1|41659
1|43520
1|43526
1|49457
1|49868
1|50004
1|53724
1|54314
1|60131
1|60482
1|60559
1|63934
1|64178
1|71602
1|72907
1|75684
1|76713
1|79218
2|1
2|5
2|8
2|14
2|15
2|21
2|24
2|41
2|44
2|66
2|103
2|107
2|144
2|331
2|349
2|386
2|493
2|619
2|633
2|769
2|911
2|988
2|1038
2|1043
2|1062
2|1108
2|1229
2|1256
2|1370
2|1424
2|1544
2|1698
2|1824
2|1834
2|2107
2|2445
2|2683
2|2698
2|3035
2|3065
2|3205
2|3328
2|3478
2|4758
2|4761
2|5246
2|5501
2|5674
2|6157
2|6159
2|6212
2|7033
2|7575
2|7993
2|8446
2|8549
2|8756
2|8886
2|8960
2|9146
2|9643
2|10078
2|10992
2|11150
2|12823
2|13297
2|15407
2|15476
2|15955
2|16064
2|16824
2|17862
2|17980
2|20140
2|20624
2|22189
2|22338
2|25401
2|31436
2|35990
2|36681
2|37225
2|39833
2|40041
2|40281
2|40287
2|41315
2|41903
2|43520
2|45594
2|47218
2|47415
2|47991
2|48611
2|49092
2|50171
2|53362
2|53724
2|55776
2|56021
2|56441
2|57814
2|59062
2|61649
2|67952
3|1
3|17
3|18
3|24
3|49
3|22338
4|513
5|2
5|7
5|8
5|14
5|15
5|19
5|20
5|21
5|24
5|26
5|27
5|31
5|35
5|41
5|42
5|44
5|60
5|64
5|66
5|79
5|84
5|100
5|101
5|103
5|107
5|112
5|119
5|124
5|144
5|164
5|165
5|213
5|236
5|245
5|251
5|257
5|258
5|269
5|303
5|318
5|319
5|331
5|341
5|349
5|386
5|402
5|405
5|428
5|446
5|457
5|459
5|493
5|506
5|582
5|584
5|586
5|589
5|592
5|595
5|608
5|619
5|633
5|639
5|750
5|768
5|769
5|819
5|911
5|966
5|984
5|988
5|1027
5|1038
5|1043
5|1062
5|1063
5|1082
5|1084
5|1091
5|1092
5|1159
5|1166
5|1171
5|1197
5|1229
5|1256
5|1258
5|1370
5|1424
5|1437
5|1586
5|1698
5|1725
5|1733
5|1749
5|1790
5|1824
5|1834
5|1840
5|1918
5|1919
5|1921
5|1922
5|2024
5|2031
5|2107
5|2130
5|2257
5|2336
5|2361
